ID,Mass,X,Y,Speed,Direction
1,1,472.409,590,3.27291,6.23927
2,1,153.291,590,6.63888,-2.59242
3,1,667.64,590,10.5757,-4.79959
4,1,624.588,590,1.16077,-2.31044
5,1,19.4073,590,5.31535,6.28501
6,1,49.6064,590,3.74456,0.175708
7,1,110.423,590,6.91182,-6.25749
8,1,544.892,590,5.14131,-3.05482
9,1,175.273,590,1.67726,-1.89203
0,1,68.0529,590,5.72073,-0.922719
1,1,472.736,590,3.20745,-6.23927
2,1,152.725,590,6.5061,2.59242
3,1,667.732,590,10.3642,4.79959
4,1,624.51,590,1.13756,2.31044
5,1,19.9389,590,5.20904,-6.28501
6,1,49.9751,590,0.803935,-0.775116
7,1,111.114,590,6.77359,6.25749
8,1,544.38,590,5.03848,3.05482
9,1,175.221,590,1.64371,1.89203
0,1,68.3982,590,4.34366,1.46254
1,1,473.057,590,3.1433,6.23927
2,1,152.17,590,6.37598,-2.59242
3,1,667.822,590,10.1569,-4.79959
4,1,624.433,590,1.11481,-2.31044
5,1,20.4598,590,5.10486,6.28501
6,1,50.0325,590,3.4518,0.175387
7,1,111.791,590,6.63812,-6.25749
8,1,543.878,590,4.93771,-3.05482
9,1,175.169,590,1.61084,-1.89203
0,1,68.4452,590,5.27675,-0.921677
1,1,473.371,590,3.08043,-6.23927
2,1,151.626,590,6.24846,2.59242
3,1,667.91,590,9.95378,4.79959
4,1,624.358,590,1.09251,2.31044
5,1,20.9703,590,5.00276,-6.28501
6,1,50.3724,590,0.740611,-0.782434
7,1,112.455,590,6.50535,6.25749
8,1,543.386,590,4.83896,3.05482
9,1,175.118,590,1.57862,1.89203
0,1,68.4452,590,5.27675,-0.921677
1,1,473.371,590,3.08043,-6.23927
2,1,151.626,590,6.24846,2.59242
3,1,667.91,590,9.95378,4.79959
4,1,624.358,590,1.09251,2.31044
5,1,20.9703,590,5.00276,-6.28501
6,1,50.3724,590,0.740611,-0.782434
7,1,112.455,590,6.50535,6.25749
8,1,543.386,590,4.83896,3.05482
9,1,175.118,590,1.57862,1.89203
0,1,68.7641,590,4.00793,1.46217
1,1,473.678,590,3.01883,6.23927
2,1,151.093,590,6.12349,-2.59242
3,1,667.997,590,9.75471,-4.79959
4,1,624.284,590,1.07066,-2.31044
5,1,21.4705,590,4.90271,6.28501
6,1,50.4249,590,3.18196,0.175073
7,1,113.105,590,6.37525,-6.25749
8,1,542.904,590,4.74218,-3.05482
9,1,175.068,590,1.54705,-1.89203
0,1,68.8076,590,4.86721,-0.920734
1,1,473.98,590,2.95845,-6.23927
2,1,150.571,590,6.00102,2.59242
3,1,668.082,590,9.55962,4.79959
4,1,624.212,590,1.04925,2.31044
5,1,21.9608,590,4.80465,-6.28501
6,1,50.7382,590,0.682397,-0.789072
7,1,113.743,590,6.24774,6.25749
8,1,542.431,590,4.64734,3.05482
9,1,175.019,590,1.51611,1.89203
0,1,69.1022,590,3.69811,1.4618
1,1,474.276,590,2.89928,6.23927
2,1,150.059,590,5.881,-2.59242
3,1,668.165,590,9.36842,-4.79959
4,1,624.141,590,1.02826,-2.31044
5,1,22.4413,590,4.70856,6.28501
6,1,50.7863,590,2.93328,0.17477
7,1,114.367,590,6.12279,-6.25749
8,1,541.968,590,4.55439,-3.05482
9,1,174.971,590,1.48578,-1.89203
0,1,69.1424,590,4.48944,-0.919883
1,1,474.565,590,2.8413,-6.23927
2,1,149.557,590,5.76338,2.59242
3,1,668.247,590,9.18106,4.79959
4,1,624.072,590,1.0077,2.31044
5,1,22.9121,590,4.61439,-6.28501
6,1,51.0752,590,0.628854,-0.795076
7,1,114.979,590,6.00033,6.25749
8,1,541.515,590,4.4633,3.05482
9,1,174.924,590,1.45607,1.89203
0,1,69.1424,590,4.48944,-0.919883
1,1,474.565,590,2.8413,-6.23927
2,1,149.557,590,5.76338,2.59242
3,1,668.247,590,9.18106,4.79959
4,1,624.072,590,1.0077,2.31044
5,1,22.9121,590,4.61439,-6.28501
6,1,51.0752,590,0.628854,-0.795076
7,1,114.979,590,6.00033,6.25749
8,1,541.515,590,4.4633,3.05482
9,1,174.924,590,1.45607,1.89203
0,1,69.4144,590,3.4122,1.46145
1,1,474.849,590,2.78447,6.23927
2,1,149.065,590,5.64811,-2.59242
3,1,668.327,590,8.99743,-4.79959
4,1,624.004,590,0.987543,-2.31044
5,1,23.3736,590,4.5221,6.28501
6,1,51.1192,590,2.70407,0.174476
7,1,115.579,590,5.88032,-6.25749
8,1,541.07,590,4.37404,-3.05482
9,1,174.878,590,1.42695,-1.89203
0,1,69.4516,590,4.14098,-0.919116
1,1,475.127,590,2.72878,-6.23927
2,1,148.584,590,5.53515,2.59242
3,1,668.405,590,8.81749,4.79959
4,1,623.938,590,0.967792,2.31044
5,1,23.8258,590,4.43166,-6.28501
6,1,51.3855,590,0.579587,-0.800505
7,1,116.167,590,5.76272,6.25749
8,1,540.634,590,4.28656,3.05482
9,1,174.833,590,1.39841,1.89203
0,1,69.7028,590,3.14836,1.46111
1,1,475.4,590,2.6742,6.23927
2,1,148.112,590,5.42445,-2.59242
3,1,668.482,590,8.64114,-4.79959
4,1,623.872,590,0.948436,-2.31044
5,1,24.2689,590,4.34303,6.28501
6,1,51.4259,590,2.49282,0.174191
7,1,116.743,590,5.64746,-6.25749
8,1,540.207,590,4.20083,-3.05482
9,1,174.789,590,1.37044,-1.89203
0,1,69.7028,590,3.14836,1.46111
1,1,475.4,590,2.6742,6.23927
2,1,148.112,590,5.42445,-2.59242
3,1,668.482,590,8.64114,-4.79959
4,1,623.872,590,0.948436,-2.31044
5,1,24.2689,590,4.34303,6.28501
6,1,51.4259,590,2.49282,0.174191
7,1,116.743,590,5.64746,-6.25749
8,1,540.207,590,4.20083,-3.05482
9,1,174.789,590,1.37044,-1.89203
0,1,69.7373,590,3.81956,-0.918424
1,1,475.667,590,2.62072,-6.23927
2,1,147.649,590,5.31596,2.59242
3,1,668.557,590,8.46831,4.79959
4,1,623.808,590,0.929467,2.31044
5,1,24.7032,590,4.25617,-6.28501
6,1,51.6714,590,0.534238,-0.8054
7,1,117.308,590,5.53451,6.25749
8,1,539.789,590,4.11681,3.05482
9,1,174.746,590,1.34303,1.89203
0,1,69.9691,590,2.90487,1.46078
1,1,475.929,590,2.56831,6.23927
2,1,147.195,590,5.20964,-2.59242
3,1,668.631,590,8.29895,-4.79959
4,1,623.746,590,0.910878,-2.31044
5,1,25.1289,590,4.17104,6.28501
6,1,51.7084,590,2.29813,0.17392
7,1,117.861,590,5.42382,-6.25749
8,1,539.378,590,4.03447,-3.05482
9,1,174.703,590,1.31617,-1.89203
0,1,70.001,590,3.52308,-0.917794
1,1,476.185,590,2.51694,-6.23927
2,1,146.751,590,5.10545,2.59242
3,1,668.703,590,8.13297,4.79959
4,1,623.684,590,0.89266,2.31044
5,1,25.546,590,4.08762,-6.28501
6,1,51.9347,590,0.492479,-0.809873
7,1,118.403,590,5.31535,6.25749
8,1,538.977,590,3.95378,3.05482
9,1,174.662,590,1.28985,1.89203
0,1,70.2151,596.286,3.52308,-0.917794
1,1,476.437,596.577,2.51694,-6.23927
2,1,146.316,596.833,5.10545,2.59242
3,1,668.774,595.756,8.13297,4.79959
4,1,623.624,596.632,0.89266,2.31044
5,1,25.546,590,4.08762,-6.28501
6,1,51.9347,590,0.492479,-0.809873
7,1,118.403,590,5.31535,6.25749
8,1,538.977,590,3.95378,3.05482
9,1,174.662,590,1.28985,1.89203
0,1,70.2151,590,2.68018,1.46047
1,1,476.437,590,2.4666,6.23927
2,1,146.316,590,5.00334,-2.59242
3,1,668.774,590,7.97031,-4.79959
4,1,623.624,590,0.874807,-2.31044
5,1,25.9547,590,4.00587,6.28501
6,1,51.9687,590,2.11869,0.173661
7,1,118.934,590,5.20904,-6.25749
8,1,538.583,590,3.87471,-3.05482
9,1,174.621,590,1.26405,-1.89203
0,1,70.2446,590,3.24961,-0.917222
1,1,476.683,590,2.41727,-6.23927
2,1,145.889,590,4.90327,2.59242
3,1,668.843,590,7.8109,4.79959
4,1,623.565,590,0.857311,2.31044
5,1,26.3553,590,3.92575,-6.28501
6,1,52.1774,590,0.45402,-0.813937
7,1,119.455,590,5.10486,6.25749
8,1,538.197,590,3.79721,3.05482
9,1,174.581,590,1.23877,1.89203
0,1,70.4422,590,2.47282,1.46017
1,1,476.925,590,2.36892,6.23927
2,1,145.471,590,4.80521,-2.59242
3,1,668.911,590,7.65469,-4.79959
4,1,623.508,590,0.840165,-2.31044
5,1,26.7479,590,3.84724,6.28501
6,1,52.2085,590,1.95332,0.173418
7,1,119.965,590,5.00276,-6.25749
8,1,537.818,590,3.72127,-3.05482
9,1,174.542,590,1.21399,-1.89203
0,1,70.4695,590,2.99736,-0.916705
1,1,477.161,590,2.32155,-6.23927
2,1,145.061,590,4.7091,2.59242
3,1,668.978,590,7.50159,4.79959
4,1,623.451,590,0.823362,2.31044
5,1,27.1326,590,3.77029,-6.28501
6,1,52.4009,590,0.418592,-0.81761
7,1,120.466,590,4.90271,6.25749
8,1,537.448,590,3.64684,3.05482
9,1,174.504,590,1.18971,1.89203
0,1,70.6518,596.72,2.99736,-0.916705
1,1,477.393,596.968,2.32155,-6.23927
2,1,144.659,597.204,4.7091,2.59242
3,1,669.043,596.211,7.50159,4.79959
4,1,623.395,597.019,0.823362,2.31044
5,1,27.5096,596.957,3.77029,-6.28501
6,1,52.4009,590,0.418592,-0.81761
7,1,120.466,590,4.90271,6.25749
8,1,537.448,590,3.64684,3.05482
9,1,174.504,590,1.18971,1.89203
0,1,70.6518,590,2.28148,1.45989
1,1,477.393,590,2.27511,6.23927
2,1,144.659,590,4.61492,-2.59242
3,1,669.043,590,7.35156,-4.79959
4,1,623.395,590,0.806894,-2.31044
5,1,27.5096,590,3.69489,6.28501
6,1,52.4296,590,1.80088,0.173183
7,1,120.956,590,4.80465,-6.25749
8,1,537.084,590,3.57391,-3.05482
9,1,174.466,590,1.16592,-1.89203
0,1,70.6771,590,2.76469,-0.916235
1,1,477.621,590,2.22961,-6.23927
2,1,144.265,590,4.52262,2.59242
3,1,669.107,590,7.20453,4.79959
4,1,623.341,590,0.790756,2.31044
5,1,27.8791,590,3.62099,-6.28501
6,1,52.607,590,0.385949,-0.820955
7,1,121.436,590,4.70856,6.25749
8,1,536.728,590,3.50243,3.05482
9,1,174.429,590,1.1426,1.89203
0,1,70.8454,590,2.1049,1.45963
1,1,477.843,590,2.18502,6.23927
2,1,143.88,590,4.43217,-2.59242
3,1,669.17,590,7.06044,-4.79959
4,1,623.288,590,0.774941,-2.31044
5,1,28.2412,590,3.54857,6.28501
6,1,52.6333,590,1.66039,0.172965
7,1,121.907,590,4.61439,-6.25749
8,1,536.379,590,3.43238,-3.05482
9,1,174.393,590,1.11975,-1.89203
0,1,70.8688,590,2.55008,-0.915808
1,1,478.062,590,2.14132,-6.23927
2,1,143.502,590,4.34353,2.59242
3,1,669.232,590,6.91923,4.79959
4,1,623.235,590,0.759442,2.31044
5,1,28.5961,590,3.4776,-6.28501
6,1,52.7968,590,0.355869,-0.823998
7,1,122.368,590,4.5221,6.25749
8,1,536.037,590,3.36373,3.05482
9,1,174.358,590,1.09735,1.89203
0,1,70.8688,590,2.55008,-0.915808
1,1,478.062,590,2.14132,-6.23927
2,1,143.502,590,4.34353,2.59242
3,1,669.232,590,6.91923,4.79959
4,1,623.235,590,0.759442,2.31044
5,1,28.5961,590,3.4776,-6.28501
6,1,52.7968,590,0.355869,-0.823998
7,1,122.368,590,4.5221,6.25749
8,1,536.037,590,3.36373,3.05482
9,1,174.358,590,1.09735,1.89203
0,1,71.0241,590,1.94197,1.45938
1,1,478.276,590,2.09849,6.23927
2,1,143.131,590,4.25666,-2.59242
3,1,669.292,590,6.78085,-4.79959
4,1,623.184,590,0.744254,-2.31044
5,1,28.9438,590,3.40805,6.28501
6,1,52.821,590,1.5309,0.172758
7,1,122.82,590,4.43166,-6.25749
8,1,535.702,590,3.29646,-3.05482
9,1,174.323,590,1.07541,-1.89203
0,1,71.0457,590,2.35212,-0.91542
1,1,478.485,590,2.05652,-6.23927
2,1,142.768,590,4.77725,0.484782
3,1,669.351,590,6.64523,4.79959
4,1,623.134,590,0.729369,2.31044
5,1,29.2846,590,3.33989,-6.28501
6,1,52.9718,590,0.328147,-0.826765
7,1,123.263,590,3.46487,-3.08335
8,1,535.374,590,3.23053,3.05482
9,1,174.289,590,1.0539,1.89203
0,1,71.189,590,1.79161,1.45914
1,1,478.691,590,2.01539,6.23927
2,1,143.191,590,4.6817,-0.484782
3,1,669.409,590,6.51232,-4.79959
4,1,623.085,590,0.714781,-2.31044
5,1,29.6186,590,3.27309,6.28501
6,1,52.994,590,1.41154,0.172565
7,1,122.917,590,3.39558,3.08335
8,1,535.052,590,3.16592,-3.05482
9,1,174.256,590,1.03282,-1.89203
0,1,71.209,590,2.16954,-0.915063
1,1,478.892,590,1.97509,-6.23927
2,1,143.605,590,4.58807,0.484782
3,1,669.466,590,6.38208,4.79959
4,1,623.037,590,0.700486,2.31044
5,1,29.9459,590,3.20763,-6.28501
6,1,53.1331,590,0.302594,-0.829307
7,1,122.578,590,3.32766,-3.08335
8,1,534.737,590,3.1026,3.05482
9,1,174.223,590,1.01217,1.89203
0,1,71.209,590,2.16954,-0.915063
1,1,478.892,590,1.97509,-6.23927
2,1,143.605,590,4.58807,0.484782
3,1,669.466,590,6.38208,4.79959
4,1,623.037,590,0.700486,2.31044
5,1,29.9459,590,3.20763,-6.28501
6,1,53.1331,590,0.302594,-0.829307
7,1,122.578,590,3.32766,-3.08335
8,1,534.737,590,3.1026,3.05482
9,1,174.223,590,1.01217,1.89203
0,1,71.3413,590,1.65288,1.45893
1,1,479.089,590,1.93558,6.23927
2,1,144.011,590,4.49631,-0.484782
3,1,669.521,590,6.25444,-4.79959
4,1,622.99,590,0.686476,-2.31044
5,1,30.2667,590,3.14348,6.28501
6,1,53.1535,590,1.30151,0.172385
7,1,122.246,590,3.26111,3.08335
8,1,534.428,590,3.04055,-3.05482
9,1,174.192,590,0.991922,-1.89203
0,1,71.3597,590,2.00112,-0.91474
1,1,479.283,590,1.89687,-6.23927
2,1,144.409,590,4.40638,0.484782
3,1,669.576,590,6.12935,4.79959
4,1,622.943,590,0.672746,2.31044
5,1,30.581,590,3.08061,-6.28501
6,1,53.2818,590,0.27904,-0.831614
7,1,121.92,590,3.19589,-3.08335
8,1,534.125,590,2.97974,3.05482
9,1,174.16,590,0.972084,1.89203
0,1,71.4818,590,1.52487,1.45872
1,1,479.472,590,1.85893,6.23927
2,1,144.799,590,4.31826,-0.484782
3,1,669.629,590,6.00676,-4.79959
4,1,622.898,590,0.659291,-2.31044
5,1,30.8891,590,3.01899,6.28501
6,1,53.3006,590,1.20008,0.172213
7,1,121.601,590,3.13197,3.08335
8,1,533.828,590,2.92014,-3.05482
9,1,174.13,590,0.952642,-1.89203
0,1,71.4818,590,1.52487,1.45872
1,1,479.472,590,1.85893,6.23927
2,1,144.799,590,4.31826,-0.484782
3,1,669.629,590,6.00676,-4.79959
4,1,622.898,590,0.659291,-2.31044
5,1,30.8891,590,3.01899,6.28501
6,1,53.3006,590,1.20008,0.172213
7,1,121.601,590,3.13197,3.08335
8,1,533.828,590,2.92014,-3.05482
9,1,174.13,590,0.952642,-1.89203
0,1,71.4989,590,1.84578,-0.914442
1,1,479.658,590,1.82176,-6.23927
2,1,145.181,590,4.23189,0.484782
3,1,669.681,590,5.88663,4.79959
4,1,622.854,590,0.646106,2.31044
5,1,31.191,590,2.95861,-6.28501
6,1,53.4188,590,0.257325,-0.83374
7,1,121.289,590,3.06933,-3.08335
8,1,533.537,590,2.86174,3.05482
9,1,174.099,590,0.933589,1.89203
0,1,71.6115,590,1.40675,1.45853
1,1,479.84,590,1.78532,6.23927
2,1,145.555,590,4.14725,-0.484782
3,1,669.733,590,5.76889,-4.79959
4,1,622.81,590,0.633184,-2.31044
5,1,31.4869,590,2.89944,6.28501
6,1,53.4361,590,1.10659,0.172055
7,1,120.982,590,3.00795,3.08335
8,1,533.252,590,2.80451,-3.05482
9,1,174.07,590,0.914917,-1.89203
0,1,71.6273,590,1.70249,-0.914174
1,1,480.018,590,1.74961,-6.23927
2,1,145.922,590,4.06431,0.484782
3,1,669.783,590,5.65352,4.79959
4,1,622.767,590,0.62052,2.31044
5,1,31.7768,590,2.84145,-6.28501
6,1,53.5451,590,0.237306,-0.835656
7,1,120.682,590,2.94779,-3.08335
8,1,532.972,590,2.74842,3.05482
9,1,174.041,590,0.896619,1.89203
0,1,71.7312,590,1.29777,1.45835
1,1,480.193,590,1.71462,6.23927
2,1,146.282,590,3.98302,-0.484782
3,1,669.832,590,5.54045,-4.79959
4,1,622.725,590,0.608109,-2.31044
5,1,32.061,590,2.78462,6.28501
6,1,53.561,590,1.02039,0.171907
7,1,120.388,590,2.88883,3.08335
8,1,532.699,590,2.69345,-3.05482
9,1,174.013,590,0.878687,-1.89203
0,1,71.7312,590,1.29777,1.45835
1,1,480.193,590,1.71462,6.23927
2,1,146.282,590,3.98302,-0.484782
3,1,669.832,590,5.54045,-4.79959
4,1,622.725,590,0.608109,-2.31044
5,1,32.061,590,2.78462,6.28501
6,1,53.561,590,1.02039,0.171907
7,1,120.388,590,2.88883,3.08335
8,1,532.699,590,2.69345,-3.05482
9,1,174.013,590,0.878687,-1.89203
0,1,71.7458,590,1.57033,-0.913927
1,1,480.364,590,1.68033,-6.23927
2,1,146.634,590,3.90336,0.484782
3,1,669.88,590,5.42964,4.79959
4,1,622.684,590,0.595947,2.31044
5,1,32.3394,590,2.72893,-6.28501
6,1,53.6616,590,0.218849,-0.837419
7,1,120.099,590,2.83105,-3.08335
8,1,532.43,590,2.63958,3.05482
9,1,173.985,590,0.861113,1.89203
0,1,71.8417,590,1.19722,1.45818
1,1,480.532,590,1.64672,6.23927
2,1,146.979,590,3.82529,-0.484782
3,1,669.928,590,5.32104,-4.79959
4,1,622.644,590,0.584028,-2.31044
5,1,32.6123,590,2.67435,6.28501
6,1,53.6762,590,0.94093,0.171768
7,1,119.817,590,2.77443,3.08335
8,1,532.167,590,2.58679,-3.05482
9,1,173.958,590,0.843891,-1.89203
0,1,71.8551,590,1.44843,-0.913703
1,1,480.697,590,1.61379,-6.23927
2,1,147.318,590,3.74879,0.484782
3,1,669.974,590,5.21462,4.79959
4,1,622.605,590,0.572348,2.31044
5,1,32.8797,590,2.62087,-6.28501
6,1,53.7689,590,0.201831,-0.839024
7,1,119.54,590,2.71894,-3.08335
8,1,531.91,590,2.53505,3.05482
9,1,173.931,590,0.827013,1.89203
0,1,71.9436,590,1.10444,1.45802
1,1,480.858,590,1.58151,6.23927
2,1,147.65,590,3.67381,-0.484782
3,1,670.019,590,5.11033,-4.79959
4,1,622.566,590,0.560901,-2.31044
5,1,33.1418,590,2.56845,6.28501
6,1,53.7824,590,0.86767,0.171638
7,1,119.268,590,2.66457,3.08335
8,1,531.657,590,2.48435,-3.05482
9,1,173.905,590,0.810473,-1.89203
0,1,71.9436,590,1.10444,1.45802
1,1,480.858,590,1.58151,6.23927
2,1,147.65,590,3.67381,-0.484782
3,1,670.019,590,5.11033,-4.79959
4,1,622.566,590,0.560901,-2.31044
5,1,33.1418,590,2.56845,6.28501
6,1,53.7824,590,0.86767,0.171638
7,1,119.268,590,2.66457,3.08335
8,1,531.657,590,2.48435,-3.05482
9,1,173.905,590,0.810473,-1.89203
0,1,71.956,590,1.33598,-0.913496
1,1,481.016,590,1.54988,-6.23927
2,1,147.975,590,3.60034,0.484782
3,1,670.064,590,5.00812,4.79959
4,1,622.529,590,0.549683,2.31044
5,1,33.3987,590,2.51708,-6.28501
6,1,53.8679,590,0.186139,-0.840507
7,1,119.002,590,2.61127,-3.08335
8,1,531.41,590,2.43466,3.05482
9,1,173.88,590,0.794263,1.89203
0,1,72.0376,590,1.01885,1.45787
1,1,481.171,590,1.51888,6.23927
2,1,148.293,590,3.52833,-0.484782
3,1,670.107,590,4.90796,-4.79959
4,1,622.492,590,0.538689,-2.31044
5,1,33.6504,590,2.46674,6.28501
6,1,53.8803,590,0.800127,0.171517
7,1,118.742,590,2.55905,3.08335
8,1,531.167,590,2.38597,-3.05482
9,1,173.854,590,0.778378,-1.89203
0,1,72.0491,590,1.23227,-0.913308
1,1,481.323,590,1.48851,-6.23927
2,1,148.605,590,3.45776,0.484782
3,1,670.15,590,4.8098,4.79959
4,1,622.455,590,0.527915,2.31044
5,1,33.8971,590,2.4174,-6.28501
6,1,53.9591,590,0.171669,-0.841846
7,1,118.486,590,2.50787,-3.08335
8,1,530.929,590,2.33825,3.05482
9,1,173.83,590,0.76281,1.89203
0,1,72.0491,590,1.23227,-0.913308
1,1,481.323,590,1.48851,-6.23927
2,1,148.605,590,3.45776,0.484782
3,1,670.15,590,4.8098,4.79959
4,1,622.455,590,0.527915,2.31044
5,1,33.8971,590,2.4174,-6.28501
6,1,53.9591,590,0.171669,-0.841846
7,1,118.486,590,2.50787,-3.08335
8,1,530.929,590,2.33825,3.05482
9,1,173.83,590,0.76281,1.89203
0,1,72.1244,590,0.939875,1.45774
1,1,481.471,590,1.45874,6.23927
2,1,148.911,590,3.38861,-0.484782
3,1,670.192,590,4.71361,-4.79959
4,1,622.42,590,0.517357,-2.31044
5,1,34.1388,590,0.712583,0.00453146
6,1,53.9706,590,2.32492,0.0535055
7,1,118.236,590,2.45771,3.08335
8,1,530.696,590,2.29149,-3.05482
9,1,173.806,590,0.747554,-1.89203
0,1,72.135,590,2.40359,-0.386702
1,1,481.617,590,1.42956,-6.23927
2,1,149.211,590,3.32084,0.484782
3,1,670.233,590,4.61933,4.79959
4,1,622.385,590,0.50701,2.31044
5,1,34.2101,590,0.10338,-0.0266035
6,1,54.2027,590,0.692761,-0.156508
7,1,117.99,590,2.40856,-3.08335
8,1,530.468,590,2.24566,3.05482
9,1,173.782,590,0.732603,1.89203
0,1,72.3576,590,1.08354,0.923002
1,1,481.76,590,1.40097,6.23927
2,1,149.505,590,3.25442,-0.484782
3,1,670.273,590,4.52695,-4.79959
4,1,622.351,590,0.49687,-2.31044
5,1,34.2204,590,0.101313,0.0266035
6,1,54.2712,590,2.14415,0.0514442
7,1,117.75,590,2.36039,3.08335
8,1,530.244,590,2.20074,-3.05482
9,1,173.759,590,0.717951,-1.89203
0,1,72.423,590,2.21703,-0.386549
1,1,481.9,590,1.37295,-6.23927
2,1,149.793,590,3.18933,0.484782
3,1,670.313,590,4.43641,4.79959
4,1,622.317,590,0.486932,2.31044
5,1,34.2305,590,0.0992863,-0.0266035
6,1,54.4853,590,0.638874,-0.157011
7,1,117.514,590,2.31318,-3.08335
8,1,530.025,590,2.15673,3.05482
9,1,173.736,590,0.703592,1.89203
0,1,72.423,590,2.21703,-0.386549
1,1,481.9,590,1.37295,-6.23927
2,1,149.793,590,3.18933,0.484782
3,1,670.313,590,4.43641,4.79959
4,1,622.317,590,0.486932,2.31044
5,1,34.2305,590,0.0992863,-0.0266035
6,1,54.4853,590,0.638874,-0.157011
7,1,117.514,590,2.31318,-3.08335
8,1,530.025,590,2.15673,3.05482
9,1,173.736,590,0.703592,1.89203
0,1,72.6284,590,0.999627,0.923039
1,1,482.037,590,1.34549,6.23927
2,1,150.075,590,3.12554,-0.484782
3,1,670.351,590,4.34768,-4.79959
4,1,622.284,590,0.477194,-2.31044
5,1,34.2404,590,0.0973006,0.0266035
6,1,54.5484,590,1.97759,0.0513535
7,1,117.283,590,2.26691,3.08335
8,1,529.81,590,2.11359,-3.05482
9,1,173.714,590,0.68952,-1.89203
0,1,72.6887,590,2.04494,-0.386413
1,1,482.171,590,1.31858,-6.23927
2,1,150.352,590,3.06303,0.484782
3,1,670.389,590,4.26073,4.79959
4,1,622.252,590,0.46765,2.31044
5,1,34.2502,590,0.0953545,-0.0266035
6,1,54.7459,590,0.589188,-0.157464
7,1,117.057,590,2.22158,-3.08335
8,1,529.6,590,2.07132,3.05482
9,1,173.692,590,0.67573,1.89203
0,1,72.8781,590,0.9222,0.923073
1,1,482.303,590,1.29221,6.23927
2,1,150.623,590,3.00177,-0.484782
3,1,670.426,590,4.17551,-4.79959
4,1,622.221,590,0.458297,-2.31044
5,1,34.2597,590,0.0934475,0.0266035
6,1,54.8041,590,1.82398,0.0512685
7,1,116.835,590,2.17715,3.08335
8,1,529.393,590,2.0299,-3.05482
9,1,173.671,590,0.662215,-1.89203
0,1,72.9337,590,1.88621,-0.386287
1,1,482.432,590,1.26637,-6.23927
2,1,150.888,590,2.94174,0.484782
3,1,670.463,590,4.092,4.79959
4,1,622.19,590,0.449131,2.31044
5,1,34.269,590,0.0915785,-0.0266035
6,1,54.9863,590,0.543374,-0.157878
7,1,116.618,590,2.1336,-3.08335
8,1,529.191,590,1.9893,3.05482
9,1,173.65,590,0.648971,1.89203
0,1,72.9337,590,1.88621,-0.386287
1,1,482.432,590,1.26637,-6.23927
2,1,150.888,590,2.94174,0.484782
3,1,670.463,590,4.092,4.79959
4,1,622.19,590,0.449131,2.31044
5,1,34.269,590,0.0915785,-0.0266035
6,1,54.9863,590,0.543374,-0.157878
7,1,116.618,590,2.1336,-3.08335
8,1,529.191,590,1.9893,3.05482
9,1,173.65,590,0.648971,1.89203
